ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _et_pb_post_hide_nav,Meta: _et_pb_page_layout,Meta: _et_pb_side_nav,Meta: _et_pb_use_builder,Meta: _et_pb_first_image,Meta: _et_pb_truncate_post,Meta: _et_pb_truncate_post_date,Meta: _et_pb_old_content,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default
3540,variation,,"Tranquility SmartCore® - 2XL, 60- 80 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,7,Product Size,"2XL, 60- 80 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
3541,variation,,"Tranquility SmartCore® - 2XL, 60- 80 in. - Case (32) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,8,Product Size,"2XL, 60- 80 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (32) - Best Value!",,1,,,"",,1,
2611,variation,,"Tranquility SmartCore® - Large, 45 - 58 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,9,Product Size,"Large, 45 - 58 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2650,variation,,"Tranquility SmartCore® - Small, 24 - 32 in. - Package (10)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,10,Product Size,"Small, 24 - 32 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (10)",,1,,,"",,1,
2652,variation,,"Tranquility SmartCore® - Small, 24 - 32 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,11,Product Size,"Small, 24 - 32 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2621,variation,,"Tranquility SmartCore® - Medium, 32- 44 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,12,Product Size,"Medium, 32- 44 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2622,variation,,"Tranquility SmartCore® - Small, 24 - 32 in. - Case (100) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,13,Product Size,"Small, 24 - 32 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (100) - Best Value!",,1,,,"",,1,
2642,variation,,"Tranquility SmartCore® - Medium, 32- 44 in. - Package (12)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,14,Product Size,"Medium, 32- 44 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (12)",,1,,,"",,1,
2628,variation,,"Tranquility SmartCore® - Medium, 32- 44 in. - Case (96) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2013/06/2311-SmartCore-S-Pack.1000.jpg",,,id:76,,,,,,15,Product Size,"Medium, 32- 44 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (96) - Best Value!",,1,,,"",,1,
2783,variable,,"Tranquility HI-Rise™",1,0,visible,"The peach absorbent core minimizes odor and holds over one quart of fluid (34 ounces) for maximum protection. The fuller and higher coverage in the front and rear of the product assures a better fit. The soft, cloth-like outer layer is gentle against sensitive skin with wide, micro-hook closure tabs to grip the brief securely while still allowing for multiple openings.","This disposable brief features an extended waist rise and breathable, stretchy side panels, that comfortably fit waist/hip sizes 64″ to 96″. The fuller and higher coverage in the front and rear of the product assures a better fit. The soft, cloth-like outer layer is gentle against sensitive skin with wide, micro-hook closure tabs to grip the brief securely while still allowing for multiple openings. The peach absorbent core minimizes odor and holds over one quart of fluid (34 ounces) for maximum protection. The brief features include KufguardsÒ (inner leg cuffs) which provide leakage/bowel containment, a dual wetness indicator and elastic leg gathers to provide a comfortable fit. Latex-free.",,,taxable,,1,,,0,0,,,,,1,,27.00,27.00,"Bariatric, Briefs, Overnight",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/2192-HI-Rise-Bariatric-Pack.1000.jpg, https://dependabledaughter.com/wp-content/uploads/2019/01/2192BariatricBrief.1000.jpg, https://dependabledaughter.com/wp-content/uploads/2019/01/2192BariatricBrief-Prod-Bag.1000.jpg",,,,,,,,,0,Product Size,"3XL, 64 - 96 in.",1,1,,et_right_sidebar,off,,,,,,3XL, 64 - 96 in.,Package Size,"Sample (1), Package (8), Case (32) - Best Value!",1,1,Sample (1),,"",1,1,
2788,variation,,"Tranquility HI-Rise™ - 3XL, 64 - 96 in. - Package (8)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,27.00,27.00,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/2192-HI-Rise-Bariatric-Pack.1000.jpg",,,id:2783,,,,,,1,Product Size,"3XL, 64 - 96 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (8)",,1,,,"",,1,
2789,variation,,"Tranquility HI-Rise™ - 3XL, 64 - 96 in. - Case (32) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,27.00,27.00,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/2192-HI-Rise-Bariatric-Pack.1000.jpg",,,id:2783,,,,,,2,Product Size,"3XL, 64 - 96 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (32) - Best Value!",,1,,,"",,1,
2790,variable,Bariatric,"Tranquility Bariatric",1,0,visible,"The peach absorbent core minimizes odor and holds over one quart (34 ounces) of fluid for maximum protection. The soft, cloth-like outer layer is gentle against sensitive skin. The breathable, stretchy side panels fit waist/hip sizes 64” to 96”.","The soft, cloth-like outer layer is gentle against sensitive skin. The breathable, stretchy side panels fit waist/hip sizes 64” to 96”. The peach absorbent core protects sensitive skin and guarantees skin dryness, odor reduction and urine pH neutralization, while providing maximum protection holding over one quart (34 ounces) of fluid. Wide, micro-hook closure tabs grip the brief securely while still allowing for multiple openings. The brief also features dual wetness indicators, Kufguards® (inner leg cuffs) and elastic leg gathers. Latex-Free.",,,taxable,,1,,,0,0,,,,,1,,18.00,18.00,"Bariatric, Briefs, Overnight",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/2190-TQ-Bariatric-Pack.1000.jpg, https://dependabledaughter.com/wp-content/uploads/2019/01/2190-Bariatric-Brief.1000.jpg, https://dependabledaughter.com/wp-content/uploads/2019/01/2190-Bariatric-Brief-Prod-Bag.1000.jpg",,,,,,,,,0,Product Size,"3XL, 64 - 96 in.",1,1,,et_right_sidebar,off,,,,,,3XL, 64 - 96 in.,Package Size,"Sample (1), Package (8), Case (32) - Best Value!",1,1,Sample (1),,"",1,1,
2795,variation,,"Tranquility Bariatric - 3XL, 64 - 96 in. - Package (8)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,18.00,18.00,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/2190-TQ-Bariatric-Pack.1000.jpg",,,id:2790,,,,,,1,Product Size,"3XL, 64 - 96 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (8)",,1,,,"",,1,
2796,variation,,"Tranquility Bariatric - 3XL, 64 - 96 in. - Case (32) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,18.00,18.00,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/2190-TQ-Bariatric-Pack.1000.jpg",,,id:2790,,,,,,2,Product Size,"3XL, 64 - 96 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (32) - Best Value!",,1,,,"",,1,
2797,variable,Premium OverNight,"Tranquility Premium OverNight™",1,0,visible,"Maximum absorbency for comfortable, all-night sleep.
Enjoy a premium sleep experience with 100% breathability for cool comfort and gentle materials that contour your body to create a secure fit.","Tranquility® Premium OverNight™ Underwear gives you all-night protection to sleep easy – now with the benefits of Air-Plus™ technology.
Features and Benefits:

Constructed with 100% breathable materials throughout
100% breathability ensures a barrier to liquid while allowing air to flow through and heat and humidity to escape
Offers the ideal combination of protection, cool comfort and security for a restful night of sleep
Unique Kufguards® leg cuffs guide urine to the core
Fluid is quickly absorbed into a carefully designed core
Premium superabsorbent core holds and locks in up to 34 oz of urine, even when you are lying down, for full overnight protection (for reference, the average adult releases 8-12 oz, or 1-1.5 cups, when they urinate)
Fluid stays in the core and will not be squeezed out, even if you move around in your sleep – allowing you a quality night of rest
Clothlike material is gentle against your skin and quiet when you move, with a moisture-proof backing that ensures fluid will not leak through
Soft leg elastics combine with a form-fitting elastic waistband to create a secure fit
In the morning, just pull off the product like regular underwear, or if needed, use the tear-away side seams for easy removal

OverNight™ Underwear helps you rest better, with maximum absorbency that keeps you dry and comfortable all night.



Model Number
Size
Size Dimensions
Capacity – C.U.P.S. (oz.)
Capacity (ml)


2113
X-Small
X-Small (17″-28″)
20.3
600


2114
Small
Small (22″-36″)
20.3
600


2115
Medium
Medium (34″-48″)
34
1005


2116
Large
Large (44″-54″)
34
1005


2117
X-Large
X-Large (48″-66″)
34
1005


2118
2X-Large
2X-Large (62″-80″)
34
1005",,,taxable,,1,,,0,0,,,,,1,,1.99,1.99,"Overnight, Underwear",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp, https://dependabledaughter.com/wp-content/uploads/2019/01/2113-2114-OverNight.1000.jpg, https://dependabledaughter.com/wp-content/uploads/2019/01/2114_Small_OverNight_Premium_Underwear_Pack_2000-1.png, https://dependabledaughter.com/wp-content/uploads/2019/01/2116_Large_OverNight_Premium_Underwear_Pack_2000-1.png, https://dependabledaughter.com/wp-content/uploads/2019/01/2113_Xsmall_OverNight_Premium_Underwear_Pack_2000-1.png, https://dependabledaughter.com/wp-content/uploads/2019/01/Underwear-Callouts.webp, https://dependabledaughter.com/wp-content/uploads/2019/01/ProductSizing-e1493058152317.webp",,,,,,,,,0,Product Size,"3XL, XS/Youth, 17 - 28 in., S/Youth X, 22 - 36 in., Medium, 34 - 48 in., Large, 44 - 54 in., X-Large, 48 - 66 in., 2XL/Bariatric, 62 - 80 in.",1,1,,et_right_sidebar,off,,,,,,3XL,Package Size,"Sample (1), Package (10), Package (12), Package (14), Package (16), Package (18), Package (20), Package (22), Case (48) - Best Value!, Case (56) – Best Value!, Case (64) - Best Value!, Case (72) - Best Value!, Case (80) - Best Value!, Case (88) - Best Value!",1,1,Sample (1),,"",1,1,
6109,variation,,"Tranquility Premium OverNight™ - 3XL",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,1,Product Size,"3XL",,1,,et_right_sidebar,off,,,,,,,Package Size,"",,1,,,"",,1,
6110,variation,,"Tranquility Premium OverNight™ - 3XL - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,2,Product Size,"3XL",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2801,variation,,"Tranquility Premium OverNight™ - XS/Youth, 17 - 28 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,3,Product Size,"XS/Youth, 17 - 28 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2802,variation,,"Tranquility Premium OverNight™ - XS/Youth, 17 - 28 in. - Package (22)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,4,Product Size,"XS/Youth, 17 - 28 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (22)",,1,,,"",,1,
2803,variation,,"Tranquility Premium OverNight™ - XS/Youth, 17 - 28 in. - Case (88) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,5,Product Size,"XS/Youth, 17 - 28 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (88) - Best Value!",,1,,,"",,1,
2804,variation,,"Tranquility Premium OverNight™ - S/Youth X, 22 - 36 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,6,Product Size,"S/Youth X, 22 - 36 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2805,variation,,"Tranquility Premium OverNight™ - S/Youth X, 22 - 36 in. - Package (20)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,7,Product Size,"S/Youth X, 22 - 36 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (20)",,1,,,"",,1,
2806,variation,,"Tranquility Premium OverNight™ - S/Youth X, 22 - 36 in. - Case (80) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,8,Product Size,"S/Youth X, 22 - 36 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (80) - Best Value!",,1,,,"",,1,
2807,variation,,"Tranquility Premium OverNight™ - Medium, 34 - 48 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,9,Product Size,"Medium, 34 - 48 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2808,variation,,"Tranquility Premium OverNight™ - Medium, 34 - 48 in. - Package (18)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,10,Product Size,"Medium, 34 - 48 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (18)",,1,,,"",,1,
2809,variation,,"Tranquility Premium OverNight™ - Medium, 34 - 48 in. - Case (72) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,11,Product Size,"Medium, 34 - 48 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (72) - Best Value!",,1,,,"",,1,
2810,variation,,"Tranquility Premium OverNight™ - Large, 44 - 54 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,12,Product Size,"Large, 44 - 54 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2811,variation,,"Tranquility Premium OverNight™ - Large, 44 - 54 in. - Package (16)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,13,Product Size,"Large, 44 - 54 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (16)",,1,,,"",,1,
2812,variation,,"Tranquility Premium OverNight™ - Large, 44 - 54 in. - Case (64) - Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,14,Product Size,"Large, 44 - 54 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (64) - Best Value!",,1,,,"",,1,
2813,variation,,"Tranquility Premium OverNight™ - X-Large, 48 - 66 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,15,Product Size,"X-Large, 48 - 66 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
2814,variation,,"Tranquility Premium OverNight™ - X-Large, 48 - 66 in. - Package (14)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,16,Product Size,"X-Large, 48 - 66 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Package (14)",,1,,,"",,1,
2815,variation,,"Tranquility Premium OverNight™ - X-Large, 48 - 66 in. - Case (56) – Best Value!",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,17,Product Size,"X-Large, 48 - 66 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Case (56) – Best Value!",,1,,,"",,1,
2816,variation,,"Tranquility Premium OverNight™ - 2XL/Bariatric, 62 - 80 in. - Sample (1)",1,0,visible,"","",,,taxable,parent,1,,,0,0,,,,,0,,1.99,1.99,"",,,"https://dependabledaughter.com/wp-content/uploads/2019/01/OverNight_Premium-Underwear-Pack_Generic_padded.webp",,,id:2797,,,,,,18,Product Size,"2XL/Bariatric, 62 - 80 in.",,1,,et_right_sidebar,off,,,,,,,Package Size,"Sample (1)",,1,,,"",,1,
